Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
Vâ L©m MËt lôc Ngò §éc	6	1	105	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Ngò §éc chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_wudu.lua	0	1	1	0	0
Vâ L©m MËt lôc Nga Mi	6	1	106	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Nga Mi chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_emei.lua	0	1	1	0	0
Vâ L©m MËt lôc Thóy Yªn	6	1	107	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Thóy Yªn chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_cuiyan.lua	0	1	1	0	0
Vâ L©m MËt lôc C¸i Bang	6	1	108	\spr\item\questkey\obj_item_lection02.spr	374	1	1	C¸i Bang chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_gaibang.lua	0	1	1	0	0
Vâ L©m MËt lôc Thiªn NhÉn	6	1	109	\spr\item\questkey\obj_item_lection02.spr	374	1	1	Thiªn NhÉn chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_tianren.lua	0	1	1	0	0
Vâ L©m MËt lôc Vâ §ang	6	1	110	\spr\item\questkey\obj_item_lection02.spr	374	1	1	 Vâ §ang  chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_wudang.lua	0	1	1	0	0
Vâ L©m MËt lôc C«n L«n	6	1	111	\spr\item\questkey\obj_item_lection02.spr	374	1	1	C«n L«n chñ tuyÕn kü n¨ng, NhÊn chuét ph¶i ®Ó ®äc		800	1	1	\script\item\wulinmilu_kunlun.lua	0	1	1	0	0
Tiªn Th¶o hoµn	6	1	113	\spr\item\medecine\xiancaolu.spr	370	1	1	Néi 1 giê, kinh nghiÖm luyÖn c«ng t¨ng 50% (t¸i sö dông v« hiÖu) 		5	1	1	\script\item\xiancaowan.lua	0	1	1	0	1
Nghiªn Ngäc hoµn	6	1	114	\spr\item\medecine\hulu.spr	370	1	1	Néi 1 giê, hiÖu qu¶ kü n¨ng t¨ng 50% (t¸i sö dông v« hiÖu) 		5	1	1	\script\item\yanyuwan.lua	0	1	1	0	1
Yªn Hång ®an	6	1	115	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 30 phót, sinh lùc t¨ng 50% (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\yanhongdan.lua	0	1	1	0	1
X¸ Lam ®an	6	1	116	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 30 phót, Néi lùc t¨ng 50% (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\chalandan.lua	0	1	1	0	1
Néi Phæ hoµn	6	1	117	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 10 phót, s¸t th­¬ng vËt lı hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\neipuwan.lua	0	1	1	0	1
Néi §éc hoµn	6	1	118	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 10 phót, s¸t th­¬ng §éc hÖ Néi c«ng t¨ng 50 ®iÓm (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\neiduwan.lua	0	1	1	0	1
Néi B¨ng hoµn	6	1	119	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 10 phót, B¨ng s¸t hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\neibingwan.lua	0	1	1	0	1
Néi Háa hoµn	6	1	120	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 10 phót, Ho¶ s¸t hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\neihuowan.lua	0	1	1	0	1
Néi L«i hoµn	6	1	121	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi 10 phót, L«i s¸t hÖ Néi c«ng t¨ng 100 ®iÓm (t¸i sö dông v« hiÖu) 		50	1	0	\script\item\neidianwan.lua	0	1	1	0	1
Phóc Duyªn Lé (TiÓu) 	6	1	122	\spr\item\medecine\fuyuanlu_small.spr	370	1	1	Sö dông sÏ t¨ng 10 ®iÓm Phóc duyªn		5	1	0	\script\item\fuyuanlu_small.lua	0	1	1	0	1
Phóc Duyªn Lé (Trung) 	6	1	123	\spr\item\medecine\fuyuanlu_middle.spr	370	1	1	Sö dông sÏ t¨ng 20 ®iÓm Phóc duyªn		5	1	0	\script\item\fuyuanlu_middle.lua	0	1	1	0	1
Phóc Duyªn Lé (§¹i) 	6	1	124	\spr\item\medecine\fuyuanlu_big.spr	370	1	1	Sö dông sÏ t¨ng 50 ®iÓm Phóc duyªn		5	1	0	\script\item\fuyuanlu_big.lua	0	1	1	0	1
QuÕ Hoa Töu	6	1	125	\spr\item\medecine\zq_icon_004.spr	376	1	1	Néi 30 phót, m×nh cïng ®ång ®éi t¨ng 20 ®iÓm May m¾n.		800	1	0	\script\item\ghj.lua	450	1	1	0	0
B¸nh Trung thu	6	1	126	\spr\item\medecine\zq_icon_003.spr	377	1	1	Néi 30 phót, m×nh cïng ®ång ®éi t¨ng gÊp ®«i kinh nghiÖm		800	1	0	\script\item\tyb.lua	451	1	1	0	0
Phông NguyÖt Qu¶ Dung	6	1	127	\spr\item\medecine\zq_icon_001.spr	377	1	1	T¨ng 1 ®iÓm kü n¨ng, ®¼ng cÊp yªu cÇu: 80. Mçi ng­êi chØ ®­îc ¨n 2 c¸i		800	1	0	\script\item\zhongqiu\·îÔÂ¹ûÈØ.lua	0	1	1	0	0
Cèng NguyÖt Phï Dung	6	1	128	\spr\item\medecine\zq_icon_002.spr	377	1	1	T¨ng 5 ®iÓm tiÒm n¨ng, ®¼ng cÊp yªu cÇu: 80. Mçi ng­êi chØ ®­îc ¨n 2 c¸i		800	1	0	\script\item\zhongqiu\¹±ÔÂÜ½ÈØ.lua	0	1	1	0	0
VĞ sè may m¾n	6	1	129	\spr\obj\item\huangjincaipiao.spr	38	1	1	Cã thÓ ®æi ®­îc trang bŞ Hoµng Kim		0	1	0	\script\item\lottery_gold.lua	0	1	1	0	0
§¹i B¹ch C©u hoµn	6	1	130	\spr\item\medecine\baijuwan.spr	19	1	1	Sö dông sÏ ®­îc 8h rêi m¹ng mµ vÉn t¨ng kinh nghiÖm		5	1	0	\script\item\dabaijuwan.lua	0	1	1	0	1
Tói th­ cña Long Ngò 	6	1	131	\spr\item\obj_item_jixiang.spr	347	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\pack.lua	0	1	1	0	0
Th­ Long Ngò göi cho Ch¸nh ph¸i	6	1	132	\spr\item\questkey\taskobj075.spr	41	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\letter.lua	0	1	1	0	0
Th­ Long Ngò göi cho Trung lËp 	6	1	133	\spr\item\questkey\taskobj090.spr	41	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\letter1.lua	0	1	1	0	0
Th­ Long Ngò göi cho Tµ ph¸i	6	1	134	\spr\item\questkey\taskobj091.spr	41	1	1	NhÊn chuét ph¶i ®Ó më 		0	1	0	\script\item\letter2.lua	0	1	1	0	0
ThiÖp Chóc Phóc	6	1	135	\spr\item\questkey\card_zfk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_zfk.lua	0	1	1	0	0
ThiÖp Bang Ph¸i 	6	1	136	\spr\item\questkey\card_bpk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_bpk.lua	0	1	1	0	0
ThiÖp Sinh nhËt 	6	1	137	\spr\item\questkey\card_srk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_srk.lua	0	1	1	0	0
ThiÖp Hoa Hång	6	1	138	\spr\item\questkey\card_mgk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_mgk.lua	0	1	1	0	0
ThiÖp Gi¸ng Sinh	6	1	139	\spr\item\questkey\card_sdk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_sdk.lua	0	1	1	0	0
ThiÖp N¨m míi	6	1	140	\spr\item\questkey\card_xnk.spr	38	1	1	NhÊn chuét ph¶i ®Ó më 		50	1	0	\script\item\card_xnk.lua	0	1	1	0	0
ThiÖp Vui vÎ 	6	1	141	\spr\item\questkey\card_all.spr	38	1	1	Bªn trong chøa 5 ThiÖp  kh¸c 		50	1	0	\script\item\card_all.lua	0	1	1	0	0
H¹t may m¾n bŞ h­ 	6	1	142	\spr\item\questkey\seed_lucky.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_lucky1.lua	0	1	1	0	0
H¹t Hoa Hång bŞ h­ 	6	1	143	\spr\item\questkey\seed_rose.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_rose1.lua	0	1	1	0	0
H¹t Thñy Tinh bŞ h­ 	6	1	144	\spr\item\questkey\seed_crystal.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_crystal1.lua	0	1	1	0	0
H¹t Hoµng Kim bŞ h­ 	6	1	145	\spr\item\questkey\seed_gold.spr	380	1	1	H¹t nµy kh«ng thÓ ®em trång ®­îc n÷a		50	1	0	\script\item\seed_gold1.lua	0	1	1	0	0
LÔ vËt Gi¸ng Sinh 	6	1	146	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i vµo sÏ nhËn ®­îc quµ cña «ng giµ N«el		2000	1	0	\script\item\chrismasbox.lua	0	1	1	0	0
HuyÒn Tinh Kho¸ng Th¹ch 	6	1	147	\spr\item\script\item_xuanjingkuangshi.spr	425	1	1	Lµ 1 trong nh÷ng vËt liÖu quan träng ®Ó kİch ho¹t trang bŞ mµu xanh, kh¶m n¹m, chÕ t¹o Trang bŞ HuyÒn Tinhvµ trang bŞ Hoµng Kim.		2000	1	0	\script\item\xuanjing_kuangshi.lua	0	1	1	1	0
LÔ vËt Hoa Hång	6	1	148	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i vµo sÏ nhËn ®­îc quµ dµnh cho nh÷ng ®«i t×nh l÷ 		2000	1	0	\script\item\rosebox.lua	0	1	1	0	0
HuyÒn ThiÕt Nguyªn Kho¸ng	6	1	149	\spr\item\script\item_xuantiekuang.spr	425	1	1	Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh hiÖn 1<color> trªn trang bŞ (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
Khæng T­íc Nguyªn Th¹ch 	6	1	150	\spr\item\script\item_kongqueshi.spr	425	1	1	Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh Èn 1<color> trªn trang bŞ cïng Ngò hµnh (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
MËt Ng©n Nguyªn Kho¸ng	6	1	151	\spr\item\script\item_miyinkuang.spr	425	1	1	Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow> thuéc tİnh hiÖn 2<color> trªn trang bŞ (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
Phï Dung Nguyªn Th¹ch 	6	1	152	\spr\item\script\item_furongshi.spr	425	1	1	Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh Èn 2<color> trªn trang bŞ cïng Ngò hµnh (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
Chu Sa Nguyªn Kho¸ng	6	1	153	\spr\item\script\item_zhushakuang.spr	425	1	1	Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh hiÖn 3<color> trªn trang bŞ (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
Chung Nhò Nguyªn Th¹ch 	6	1	154	\spr\item\script\item_zhongrushi.spr	425	1	1	Mét lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ lµm thay ®æi <color=yellow>thuéc tİnh Èn 3<color> trªn trang bŞ cïng Ngò hµnh (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\primitive_ore.lua	0	1	1	0	0
Tèng Kim Chiªu th­ 	6	1	155	\spr\item\songjin\rescript.spr	383	1	1	Cã thÓ tù lùa chän khu vùc ®Ó ®Õn b¸o danh		100	1	0	\script\item\battles\rescript.lua	0	1	1	0	0
ChiÕn cæ 	6	1	156	\spr\item\songjin\wardrum.spr	384	1	1	Néi trong 3 phót, ®ång ®éi xung quanh t¨ng 30% Sinh lùc+ Phßng thñ 		100	1	0	\script\item\battles\wardrum.lua	0	1	1	0	1
LÖnh bµi	6	1	157	\spr\item\songjin\token.spr	385	1	1	Néi trong 3 phót, ®ång ®éi xung quanh t¨ng 30% di chuyÓn, xuÊt chiªu t¨ng 50%.		100	1	0	\script\item\battles\token.lua	0	1	1	0	1
Binh SÜ hiÖu phï 	6	1	158	\spr\item\songjin\clarion.spr	386	1	1	Gäi thªm 2 NPC hç trî chiÕn ®Êu		100	1	0	\script\item\battles\clarion.lua	0	1	1	0	1
Cê hiÖu 	6	1	159	\spr\item\songjin\warflag.spr	387	1	1	Sau khi chuyÓn So¸i Kú ®Õn môc tiªu, NhÊn chuét ph¶i vµo Cê hiÖu ®Ó hoµn thµnh nhiÖm vô 		100	1	0	\script\item\battles\useflagitem.lua	0	1	1	0	1
Kim Chi ChiÕn Hån 	6	1	160	\spr\item\questkey\003.spr	388	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_jin.lua	0	1	1	0	0
Méc Chi ChiÕn Hån 	6	1	161	\spr\item\questkey\003.spr	389	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_mu.lua	0	1	1	0	0
Thñy Chi ChiÕn Hån 	6	1	162	\spr\item\questkey\003.spr	390	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_shui.lua	0	1	1	0	0
Háa Chi ChiÕn Hån 	6	1	163	\spr\item\questkey\003.spr	391	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_huo.lua	0	1	1	0	0
Thæ Chi ChiÕn Hån 	6	1	164	\spr\item\questkey\003.spr	392	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\pneuma_tu.lua	0	1	1	0	0
Kim Chi Hé gi¸p  	6	1	165	\spr\item\questkey\003.spr	393	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_jin.lua	0	1	1	0	0
Méc Chi Hé gi¸p  	6	1	166	\spr\item\questkey\003.spr	394	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_mu.lua	0	1	1	0	0
Thñy Chi Hé gi¸p  	6	1	167	\spr\item\questkey\003.spr	395	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_shui.lua	0	1	1	0	0
Háa Chi Hé gi¸p  	6	1	168	\spr\item\questkey\003.spr	396	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_huo.lua	0	1	1	0	0
Thæ Chi Hé gi¸p  	6	1	169	\spr\item\questkey\003.spr	397	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\armor_tu.lua	0	1	1	0	0
Kim Chi Lîi NhËn	6	1	170	\spr\item\questkey\003.spr	398	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_jin.lua	0	1	1	0	0
Méc Chi Lîi NhËn	6	1	171	\spr\item\questkey\003.spr	399	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_mu.lua	0	1	1	0	0
Thñy Chi Lîi NhËn	6	1	172	\spr\item\questkey\003.spr	400	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_shui.lua	0	1	1	0	0
Háa Chi Lîi NhËn	6	1	173	\spr\item\questkey\003.spr	401	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_huo.lua	0	1	1	0	0
Thæ Chi Lîi NhËn	6	1	174	\spr\item\questkey\003.spr	402	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\weapon_tu.lua	0	1	1	0	0
Hµnh qu©n ®¬n 	6	1	175	\spr\item\questkey\003.spr	403	1	1	Lo¹i d­îc liÖu qu©n ®éi th­êng dïng. NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\sj_xingjundan.lua	0	1	1	0	0
TiÓu hoµn ®¬n 	6	1	176	\spr\item\questkey\003.spr	404	1	1	ThiÕu L©m mËt d­îc. NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\sj_xiaohuandan.lua	0	1	1	0	0
Ngò Hoa Lé 	6	1	177	\spr\item\questkey\003.spr	405	1	1	MËt d­îc bİ truyÒn cña c¸c ®¹o gia NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\sj_wuhualu.lua	0	1	1	0	0
Tèng Kim Ngo¹i Phæ hoµn	6	1	178	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, s¸t th­¬ng vËt lı hÖ ngo¹i c«ng t¨ng 50%.		100	1	0	\script\item\battles\sj_waipuwan.lua	0	1	1	0	1
Tèng Kim Ngo¹i §éc hoµn	6	1	179	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, s¸t th­¬ng vËt lı hÖ §éc ngo¹i c«ng t¨ng 50 ®iÓm.		100	1	0	\script\item\battles\sj_waiduwan.lua	0	1	1	0	1
Tèng Kim Ngo¹i B¨ng hoµn	6	1	180	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, s¸t th­¬ng vËt lı hÖ B¨ng ngo¹i c«ng t¨ng 100 ®iÓm.		100	1	0	\script\item\battles\sj_waibingwan.lua	0	1	1	0	1
Tèng Kim Néi Phæ hoµn	6	1	181	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, s¸t th­¬ng vËt lı hÖ Néi c«ng t¨ng 100 ®iÓm.		100	1	0	\script\item\battles\sj_neipuwan.lua	0	1	1	0	1
Tèng Kim Néi §éc hoµn	6	1	182	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, s¸t th­¬ng §éc hÖ Néi c«ng t¨ng 50 ®iÓm.		100	1	0	\script\item\battles\sj_neiduwan.lua	0	1	1	0	1
Tèng Kim Néi B¨ng hoµn	6	1	183	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, B¨ng s¸t hÖ Néi c«ng t¨ng 100 ®iÓm.		100	1	0	\script\item\battles\sj_neibingwan.lua	0	1	1	0	1
Tèng Kim Néi Háa hoµn	6	1	184	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, Ho¶ s¸t hÖ Néi c«ng t¨ng 100 ®iÓm.		100	1	0	\script\item\battles\sj_neihuowan.lua	0	1	1	0	1
Tèng Kim Néi L«i hoµn	6	1	185	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, L«i s¸t hÖ Néi c«ng t¨ng 100 ®iÓm.		100	1	0	\script\item\battles\sj_neidianwan.lua	0	1	1	0	1
Tèng Kim Tr­êng MÖnh hoµn	6	1	186	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, sinh mÖnh t¨ng 500 ®iÓm.		100	1	0	\script\item\battles\sj_changmingwan.lua	0	1	1	0	1
Tèng Kim Gia Bµo hoµn	6	1	187	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, tèc ®é di chuyÓn t¨ng 20%		100	1	0	\script\item\battles\sj_jiapaowan.lua	0	1	1	0	1
Tèng Kim Cao ThiÓm hoµn	6	1	188	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, nĞ tr¸ch t¨ng 500 ®iÓm.		100	1	0	\script\item\battles\sj_gaoshanwan.lua	0	1	1	0	1
Tèng Kim Cao Trung hoµn	6	1	189	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, nĞ tr¸ch t¨ng 500 ®iÓm.		100	1	0	\script\item\battles\sj_gaozhongwan.lua	0	1	1	0	1
Tèng Kim Phi Tèc hoµn	6	1	190	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, tèc ®é c«ng kİch t¨ng 50%.		100	1	0	\script\item\battles\sj_feisuwan.lua	0	1	1	0	1
Tèng Kim Phæ Phßng hoµn	6	1	191	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, phßng Ngù t¨ng 50%.		100	1	0	\script\item\battles\sj_pufangwan.lua	0	1	1	0	1
Tèng Kim B¨ng Phßng hoµn	6	1	192	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, phßng B¨ng t¨ng 50%.		100	1	0	\script\item\battles\sj_bingfangwan.lua	0	1	1	0	1
Chuyªn dïng cho Tèng Kim L«i phßng hoµn	6	1	193	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, phßng L«i t¨ng 50%.		100	1	0	\script\item\battles\sj_leifangwan.lua	0	1	1	0	1
Chuyªn dïng cho Tèng Kim Háa phßng hoµn	6	1	194	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, phßng Háa t¨ng 50%.		100	1	0	\script\item\battles\sj_huofangwan.lua	0	1	1	0	1
Chuyªn dïng cho Tèng Kim §éc phßng hoµn	6	1	195	\spr\item\medecine\obj-potion15.spr	19	1	1	Néi trong 3 phót, phßng §éc t¨ng 50%.		100	1	0	\script\item\battles\sj_dufangwan.lua	0	1	1	0	1
MËt ®å thÇn bİ 	6	1	196	\spr\item\questkey\taskobj076.spr	368	2	1	Mét lo¹i vËt phÈm, c«ng n¨ng thÇn bİ.		1	1	0	\script\item\juanzhou.lua	0	1	1	0	0
Th­ëng ThiÖn lÖnh	6	1	197	\spr\item\questkey\taskobj132.spr	41	1	1	Trong vâ l©m mäi ng­êi th­êng dïng Th­ëng ThiÖn lÖnh, cã t¸c dông ®Æc thï. 		1	1	0	\script\item\shangshan_ling.lua	0	1	1	0	1
Ph¹t ¸c lÖnh 	6	1	198	\spr\item\questkey\taskobj126.spr	41	1	1	Trong vâ l©m mäi ng­êi th­êng dïng Ph¹t ¸c lÖnh, cã t¸c dông ®Æc thï. 		1	1	0	\script\item\fae_ling.lua	0	1	1	0	1
LÔ vËt Hoa Hång	6	1	199	\spr\item\script\item_chrismasbox.spr	377	1	1	NhÊn chuét ph¶i vµo sÏ nhËn ®­îc quµ dµnh cho nh÷ng ®«i t×nh l÷ 		2000	1	0	\script\item\rosebox.lua	0	1	1	0	0
HuyÒn ThiÕt kho¸ng	6	1	200	\spr\item\script\item_xuantiekuang.spr	425	1	1	<color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ kh¶m lªn Trang bŞ HuyÒn Tinh cïng ngò hµnh ®Ó thay ®æi <color=yellow>thuéc tİnh hiÖn 1<color><enter> (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
Khæng T­íc Th¹ch	6	1	201	\spr\item\script\item_kongqueshi.spr	425	1	1	<color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ kh¶m lªn Trang bŞ HuyÒn Tinh cïng ngò hµnh ®Ó thay ®æi <color=yellow>thuéc tİnh Èn 1<color><enter> (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
MËt Ng©n kho¸ng	6	1	202	\spr\item\script\item_miyinkuang.spr	425	1	1	<color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ kh¶m lªn Trang bŞ HuyÒn Tinh cïng ngò hµnh ®Ó thay ®æi <color=yellow>thuéc tİnh hiÖn 2<color><enter> (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
Phï Dung Th¹ch	6	1	203	\spr\item\script\item_furongshi.spr	425	1	1	Lo¹i <color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ kh¶m lªn Trang bŞ HuyÒn Tinh cïng ngò hµnh ®Ó thay ®æi <color=yellow>thuéc tİnh Èn 2<color><enter> (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
Chu Sa kho¸ng	6	1	204	\spr\item\script\item_zhushakuang.spr	425	1	1	<color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ kh¶m lªn Trang bŞ HuyÒn Tinh cïng ngò hµnh ®Ó thay ®æi <color=yellow>thuéc tİnh hiÖn 3<color><enter> (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
Chung Nhò th¹ch	6	1	205	\spr\item\script\item_zhongrushi.spr	425	1	1	<color=yellow>Kho¸ng th¹ch cã thuéc tİnh<color>, cã thÓ kh¶m lªn Trang bŞ HuyÒn Tinh cïng ngò hµnh ®Ó thay ®æi <color=yellow> thuéc tİnh Èn 3<color><enter> (NhÊn chuét ph¶i xem chi tiÕt) 		2000	1	0	\script\item\prop_ore.lua	0	1	1	0	0
ThÇn bİ ®å chİ 	6	1	206	\spr\item\questkey\taskobj076.spr	424	1	1	Mét m¶nh bøc ®Şa ®å S¬n Hµ X· T¾c		1000	1	0	\script\item\tasklink_goods.lua	0	1	0	0	0
TËt phong ngoa 	6	1	207	\spr\item\questkey\003.spr	406	1	1	NhÆt ®­îc sö dông ngay 		1	1	0	\script\item\battles\sj_boot.lua	0	1	1	0	0
Tam Thanh Chi Khİ 	6	1	208	\spr\item\questkey\003.spr	407	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\sj_sanqingzhiqi.lua	0	1	1	0	0
B¹ch C©u Hé uyÓn	6	1	209	\spr\item\questkey\003.spr	408	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\sj_cuff.lua	0	1	1	0	0
HËu NghÖ Chi Nh·n 	6	1	210	\spr\item\questkey\003.spr	409	1	1	NhÆt ®­îc sö dông ngay		1	1	0	\script\item\battles\sj_eye.lua	0	1	1	0	0
